1,2402377954,0,155.2371,143.5618,6.804136,6.804136
1,2402381978,0,155.2371,143.5618,7.683237,7.683237
1,2402385952,0,155.2371,143.5618,8.291194,8.291194
1,2402389972,0,155.2371,143.5618,8.715639,8.715639
1,2402393940,0,155.2371,143.5618,9.032257,9.032257
1,2402397971,0,155.2371,143.5618,9.245312,9.245312
1,2402401945,0,155.2371,143.5618,9.388096,9.388096
1,2402405979,0,155.2371,143.5618,9.44329,9.44329
1,2402409951,0,155.2371,143.5618,9.449306,9.449306
1,2402413975,0,155.2371,143.5618,9.478478,9.478478
1,2402417936,0,155.2371,143.5618,9.524963,9.524963
1,2402421972,0,155.2371,143.5618,9.547311,9.547311
1,2402425939,0,155.2371,143.5618,9.563048,9.563048
1,2402429985,0,155.2371,143.5618,9.605564,9.605564
1,2402433936,0,155.2371,143.5618,9.676018,9.676018
1,2402437970,0,155.2371,143.5618,9.701727,9.701727
1,2402441940,0,155.2371,143.5618,9.694512,9.694512
1,2402445981,0,155.2371,143.5618,9.731651,9.731651
1,2402449939,0,155.2371,143.5618,9.788108,9.788108
1,2402453971,0,155.2371,143.5618,9.806707,9.806707
1,2402457946,0,155.2371,143.5618,9.812107,9.812107
1,2402461971,0,155.2371,143.5618,9.845142,9.845142
1,2402465936,0,155.2371,143.5618,9.872433,9.872433
1,2402469965,0,155.2371,143.5618,9.866899,9.866899
1,2402473945,0,155.2371,143.5618,9.837949,9.837949
1,2402477994,0,155.2371,143.5618,9.820765,9.820765
1,2402481929,0,155.2371,143.5618,9.835657,9.835657
1,2402485969,0,155.2371,143.5618,9.861756,9.861756
1,2402489943,0,155.2371,143.5618,9.893633,9.893633
1,2402493969,0,155.2371,143.5618,9.908949,9.908949
1,2402497964,0,155.2371,143.5618,9.914461,9.914461
1,2402501996,0,155.2371,143.5618,9.951601,9.951601
1,2402505951,0,155.2371,143.5618,9.962542,9.962542
1,2402509978,0,155.2371,143.5618,9.941751,9.941751
1,2402513950,0,155.2371,143.5618,9.912013,9.912013
1,2402517977,0,155.2114,140.3931,9.897354,9.897354
1,2402521929,0,155.4226,140.1178,9.912634,9.912634
1,2402525964,0,155.6577,139.8256,9.944121,9.944121
1,2402529927,0,155.9159,139.5153,9.962135,9.962135
1,2402533970,0,156.1866,139.1921,9.991762,9.991762
1,2402537929,0,156.4801,138.8627,10.0218,10.0218
1,2402541958,0,156.7807,138.5313,10.01885,10.01885
1,2402545942,0,157.0945,138.2006,9.981943,9.981943
